14,1
16,1
11,2
7,2
7,1
11,4
8,2
25,9
20,4
10,1
24,3
17,5
27,4
32,5
22,3
19,3
20,6
17,5
22,8
26,5
31,3
26,7
27,4
26,6
6,0
22,8
33,6
